Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Age_Group,Attrition_Status,Satisfaction_level,Wlb_Label
40,Female,Divorced,HR,Manager,3,"? 4,140.00",33,18,4,2,3,5,1,45,Yes,4,33,4,4,1,2,1,3,No,40-49,0,Very High,Good
55,Male,Married,Marketing,Analyst,5,"? 17,213.00",68,13,6,1,4,3,1,26,Yes,7,35,11,3,3,4,16,1,No,50-59,0,Medium,Excellent
36,Male,Single,Marketing,Manager,3,"? 14,996.00",59,14,1,7,3,2,1,95,Yes,2,31,4,1,3,4,25,4,No,30-39,0,Low,Good
51,Female,Divorced,Marketing,Assistant,2,"? 17,253.00",50,9,3,8,2,3,2,6,No,5,44,7,2,1,2,12,2,No,50-59,0,Medium,Average
25,Female,Single,Sales,Manager,1,"? 8,745.00",63,12,12,0,3,2,3,59,No,9,59,2,4,1,2,41,1,No,20-29,0,Low,Good
43,Male,Married,HR,Executive,4,"? 18,660.00",74,9,5,8,1,2,3,11,Yes,3,59,12,1,4,3,12,2,Yes,40-49,1,Low,Poor
46,Female,Divorced,Sales,Analyst,4,"? 10,592.00",70,27,2,7,2,1,4,6,No,8,35,18,4,1,4,46,4,No,40-49,0,Very Low,Average
39,Female,Married,Marketing,Manager,4,"? 6,099.00",87,1,1,6,2,4,4,44,Yes,3,44,1,1,2,2,44,1,No,30-39,0,High,Average
44,Female,Married,Marketing,Assistant,1,"? 4,240.00",78,9,9,7,4,3,4,7,Yes,3,31,1,2,2,2,31,2,No,40-49,0,Medium,Excellent
21,Female,Single,IT,Executive,1,"? 10,931.00",76,7,13,2,2,3,2,3,No,3,35,13,1,2,2,11,1,No,20-29,0,Medium,Average
28,Female,Married,Finance,Analyst,4,"? 15,317.00",73,1,8,1,2,3,1,27,No,6,44,1,2,3,3,1,3,No,20-29,0,Medium,Average
47,Female,Single,Sales,Assistant,1,"? 18,615.00",15,2,3,3,3,4,4,45,No,7,30,3,3,4,2,6,3,No,40-49,0,High,Good
57,Male,Divorced,HR,Analyst,4,"? 15,958.00",95,18,6,6,2,2,4,60,Yes,7,59,14,1,3,2,5,3,No,50-59,0,Low,Average
22,Male,Divorced,Marketing,Manager,2,"? 16,707.00",91,8,8,1,2,3,4,79,No,1,33,4,3,2,1,19,1,No,20-29,0,Medium,Average
39,Male,Single,Sales,Assistant,2,"? 16,293.00",19,1,14,6,2,3,1,39,Yes,8,33,0,4,1,4,47,1,No,30-39,0,Medium,Average
25,Male,Single,Finance,Assistant,2,"? 4,106.00",33,27,6,6,3,4,2,33,Yes,6,32,9,1,3,3,32,2,No,20-29,0,High,Good
58,Female,Single,Sales,Manager,3,"? 13,644.00",72,3,8,9,3,5,3,26,No,7,46,1,3,4,3,5,3,No,50-59,0,Very High,Good
52,Female,Married,Finance,Assistant,3,"? 10,177.00",71,29,3,8,2,4,3,25,Yes,5,49,17,3,2,4,11,3,No,50-59,0,High,Average
20,Male,Divorced,Sales,Assistant,5,"? 14,543.00",56,1,12,2,2,4,2,10,Yes,7,44,5,3,4,2,44,3,No,20-29,0,High,Average
56,Male,Divorced,IT,Assistant,5,"? 19,664.00",87,21,4,8,4,5,1,0,Yes,1,50,11,2,4,3,29,2,No,50-59,0,Very High,Excellent
25,Male,Married,Sales,Manager,5,"? 12,907.00",20,20,8,6,1,1,3,20,Yes,1,36,18,2,2,2,7,4,No,20-29,0,Very Low,Poor
53,Male,Single,IT,Manager,2,"? 12,305.00",99,3,11,7,2,4,1,31,No,8,41,15,3,4,3,42,3,Yes,50-59,1,High,Average
34,Male,Divorced,Finance,Analyst,2,"? 13,368.00",36,8,10,2,1,4,4,74,Yes,6,36,5,1,3,2,27,2,Yes,30-39,1,High,Poor
45,Female,Married,Marketing,Manager,2,"? 7,404.00",67,12,11,4,1,3,2,86,Yes,2,31,3,1,4,3,28,1,No,40-49,0,Medium,Poor
33,Female,Single,Marketing,Assistant,1,"? 13,179.00",71,7,10,6,4,2,3,59,No,6,33,9,3,4,2,20,1,No,30-39,0,Low,Excellent
26,Male,Divorced,Sales,Manager,1,"? 6,021.00",65,20,13,7,2,2,2,67,Yes,4,34,19,2,1,1,14,2,No,20-29,0,Low,Average
50,Male,Single,HR,Assistant,2,"? 12,720.00",19,1,8,5,3,4,1,1,No,3,53,4,4,4,3,44,3,No,50-59,0,High,Good
43,Female,Married,Sales,Assistant,4,"? 14,031.00",36,23,6,5,3,2,1,83,No,9,48,9,3,3,2,42,3,No,40-49,0,Low,Good
50,Female,Divorced,IT,Assistant,5,"? 15,570.00",21,3,10,4,2,3,1,91,Yes,4,44,13,4,4,3,32,4,No,50-59,0,Medium,Average
48,Female,Single,IT,Manager,3,"? 4,130.00",78,21,14,3,1,4,4,53,No,6,53,4,2,3,3,17,1,No,40-49,0,High,Poor
51,Male,Single,Finance,Assistant,5,"? 11,023.00",71,12,13,6,3,4,4,8,Yes,3,31,4,4,3,3,45,3,No,50-59,0,High,Good
36,Female,Single,Sales,Analyst,4,"? 10,616.00",40,8,14,9,3,4,4,68,Yes,6,52,8,1,2,1,28,2,No,30-39,0,High,Good
33,Male,Married,Finance,Executive,1,"? 14,596.00",39,9,6,4,1,3,2,9,Yes,8,30,3,2,3,2,24,3,No,30-39,0,Medium,Poor
59,Male,Single,HR,Executive,2,"? 9,739.00",83,15,9,7,4,2,2,72,No,2,57,13,3,1,3,11,4,No,50-59,0,Low,Excellent
55,Female,Divorced,Marketing,Analyst,1,"? 19,291.00",46,26,8,0,4,4,4,2,No,6,40,9,2,3,3,46,2,No,50-59,0,High,Excellent
43,Female,Divorced,Marketing,Executive,1,"? 10,504.00",22,11,3,7,3,5,3,30,No,6,56,1,2,1,4,29,2,No,40-49,0,Very High,Good
46,Female,Single,Sales,Analyst,4,"? 4,929.00",23,26,7,4,1,4,1,98,Yes,5,34,13,2,2,3,25,2,No,40-49,0,High,Poor
44,Male,Married,Finance,Manager,1,"? 15,508.00",68,23,12,3,2,2,2,3,Yes,9,31,15,4,1,3,23,2,Yes,40-49,1,Low,Average
51,Female,Divorced,Finance,Executive,1,"? 13,637.00",34,6,9,5,1,1,4,6,Yes,5,51,2,1,4,4,46,2,No,50-59,0,Very Low,Poor
37,Female,Divorced,HR,Analyst,5,"? 14,036.00",82,5,12,6,3,1,4,15,No,8,43,7,3,2,3,13,2,No,30-39,0,Very Low,Good
37,Male,Divorced,Finance,Analyst,5,"? 7,725.00",81,5,10,2,4,1,1,15,No,3,44,19,4,4,3,22,3,No,30-39,0,Very Low,Excellent
56,Female,Single,IT,Assistant,4,"? 9,544.00",58,16,11,3,2,5,4,91,No,2,47,4,1,1,4,31,3,No,50-59,0,Very High,Average
45,Female,Divorced,IT,Manager,2,"? 9,317.00",55,15,3,6,2,1,1,12,No,9,57,4,1,1,2,6,4,No,40-49,0,Very Low,Average
28,Male,Single,IT,Analyst,5,"? 7,092.00",56,29,11,6,3,3,4,60,Yes,3,31,2,4,2,3,33,4,No,20-29,0,Medium,Good
54,Male,Single,Sales,Executive,1,"? 9,246.00",25,11,9,2,4,3,4,83,No,8,31,7,3,4,2,32,3,Yes,50-59,1,Medium,Excellent
27,Male,Single,IT,Assistant,3,"? 6,918.00",57,20,5,8,3,1,4,44,No,2,33,4,2,1,4,16,2,Yes,20-29,1,Very Low,Good
39,Male,Single,IT,Assistant,5,"? 17,152.00",22,23,10,2,1,1,1,67,Yes,6,48,17,2,3,3,25,1,No,30-39,0,Very Low,Poor
41,Male,Single,Marketing,Assistant,3,"? 8,720.00",60,17,9,7,4,2,4,23,No,2,40,0,4,3,2,35,1,Yes,40-49,1,Low,Excellent
38,Female,Divorced,Sales,Manager,2,"? 17,513.00",48,28,1,7,4,3,1,95,No,4,38,0,2,3,1,35,3,No,30-39,0,Medium,Excellent
49,Female,Single,IT,Analyst,1,"? 13,011.00",82,19,13,2,1,2,4,85,Yes,4,37,10,2,1,1,17,4,No,40-49,0,Low,Poor
47,Male,Single,HR,Manager,5,"? 4,710.00",29,22,4,6,4,2,1,59,No,8,52,2,3,3,4,19,3,No,40-49,0,Low,Excellent
54,Female,Single,IT,Analyst,2,"? 10,328.00",32,26,12,2,2,1,3,59,Yes,5,49,10,3,1,4,3,3,No,50-59,0,Very Low,Average
30,Female,Single,Sales,Assistant,4,"? 15,665.00",25,17,11,1,2,2,4,4,No,9,33,10,1,3,3,26,1,No,30-39,0,Low,Average
50,Male,Single,Finance,Executive,2,"? 3,387.00",33,15,9,6,3,1,1,97,Yes,3,45,19,3,4,4,19,1,No,50-59,0,Very Low,Good
58,Male,Single,Marketing,Executive,4,"? 4,903.00",87,13,13,7,1,1,4,31,Yes,4,54,6,1,1,3,40,4,No,50-59,0,Very Low,Poor
55,Male,Divorced,Marketing,Manager,4,"? 12,630.00",39,23,13,8,2,4,2,87,Yes,1,38,5,4,3,2,31,3,No,50-59,0,High,Average
49,Female,Single,Sales,Assistant,5,"? 4,001.00",36,18,12,0,4,3,4,7,Yes,9,53,0,1,2,3,49,2,No,40-49,0,Medium,Excellent
42,Male,Single,IT,Analyst,3,"? 12,004.00",76,23,13,8,4,5,2,46,Yes,8,59,7,3,1,4,16,3,No,40-49,0,Very High,Excellent
38,Female,Divorced,HR,Manager,4,"? 8,421.00",51,16,12,1,3,3,1,81,No,7,39,11,1,3,3,44,2,No,30-39,0,Medium,Good
31,Female,Divorced,IT,Assistant,1,"? 15,681.00",24,20,12,2,4,5,1,72,Yes,5,51,8,3,3,1,42,2,Yes,30-39,1,Very High,Excellent
34,Female,Married,IT,Manager,5,"? 16,635.00",95,25,14,7,1,4,3,1,No,8,57,18,2,1,3,15,2,Yes,30-39,1,High,Poor
50,Female,Divorced,HR,Executive,4,"? 16,130.00",66,21,9,1,2,4,2,64,Yes,2,34,15,1,2,1,47,4,No,50-59,0,High,Average
56,Male,Divorced,Marketing,Assistant,5,"? 4,782.00",91,1,6,6,3,3,3,70,Yes,3,41,5,3,3,1,33,1,Yes,50-59,1,Medium,Good
56,Female,Single,IT,Manager,1,"? 4,750.00",82,28,10,7,3,4,2,41,Yes,5,36,2,2,4,3,41,2,No,50-59,0,High,Good
34,Male,Married,Finance,Analyst,5,"? 9,885.00",42,27,6,9,2,4,1,19,No,9,51,8,2,4,1,22,2,No,30-39,0,High,Average
48,Female,Single,Finance,Executive,5,"? 8,873.00",44,20,3,4,2,1,1,10,Yes,3,37,6,4,4,2,48,1,Yes,40-49,1,Very Low,Average
45,Male,Married,Sales,Analyst,4,"? 13,205.00",60,27,10,2,1,4,1,83,No,6,36,5,1,2,3,13,1,No,40-49,0,High,Poor
21,Male,Single,Sales,Manager,2,"? 5,235.00",54,13,5,8,4,2,1,1,No,1,44,16,2,4,2,34,4,No,20-29,0,Low,Excellent
39,Male,Divorced,HR,Assistant,5,"? 6,564.00",35,4,14,7,4,4,1,96,No,7,39,7,3,2,1,15,3,No,30-39,0,High,Excellent
34,Female,Divorced,HR,Executive,4,"? 13,740.00",29,12,8,2,2,5,3,85,No,5,41,6,1,2,4,12,2,No,30-39,0,Very High,Average
23,Female,Married,Sales,Analyst,1,"? 7,724.00",17,15,2,7,4,3,2,91,Yes,2,37,10,3,1,4,20,3,No,20-29,0,Medium,Excellent
41,Female,Single,IT,Analyst,1,"? 3,969.00",95,20,2,2,2,5,3,30,No,3,31,6,1,3,4,45,1,No,40-49,0,Very High,Average
57,Male,Single,Marketing,Assistant,2,"? 11,127.00",93,12,4,5,4,1,2,98,No,2,36,13,1,1,4,48,4,No,50-59,0,Very Low,Excellent
42,Female,Divorced,Finance,Manager,1,"? 9,542.00",83,19,9,0,2,4,4,9,No,2,53,1,3,1,3,47,4,Yes,40-49,1,High,Average
45,Female,Divorced,HR,Analyst,4,"? 16,375.00",22,19,5,3,4,2,3,85,No,8,41,10,1,2,3,45,2,Yes,40-49,1,Low,Excellent
30,Female,Married,Sales,Manager,2,"? 6,518.00",23,26,3,7,1,1,1,80,Yes,4,44,13,3,4,1,25,3,No,30-39,0,Very Low,Poor
47,Male,Divorced,Finance,Manager,4,"? 16,540.00",16,15,8,5,3,3,2,58,No,1,31,13,1,1,4,32,1,No,40-49,0,Medium,Good
21,Female,Married,HR,Manager,2,"? 15,012.00",51,21,12,4,4,4,2,6,Yes,6,37,1,1,2,3,11,3,Yes,20-29,1,High,Excellent
27,Female,Married,HR,Assistant,2,"? 13,976.00",26,5,11,5,2,3,3,36,Yes,8,38,19,3,2,3,23,2,No,20-29,0,Medium,Average
48,Male,Married,IT,Manager,4,"? 18,429.00",33,11,7,6,1,1,3,12,Yes,5,47,12,4,3,4,35,2,Yes,40-49,1,Very Low,Poor
30,Male,Married,HR,Executive,2,"? 7,607.00",41,18,9,0,1,2,4,92,No,2,40,11,1,1,3,34,2,No,30-39,0,Low,Poor
56,Male,Divorced,Marketing,Assistant,4,"? 19,728.00",38,10,10,2,3,3,1,25,Yes,5,49,18,2,2,2,33,2,No,50-59,0,Medium,Good
37,Male,Married,HR,Analyst,1,"? 7,642.00",80,28,6,0,1,4,4,2,No,6,49,8,2,3,1,29,3,No,30-39,0,High,Poor
33,Male,Divorced,Marketing,Assistant,1,"? 18,632.00",30,26,2,8,3,5,2,38,No,1,41,3,4,2,1,28,3,No,30-39,0,Very High,Good
29,Male,Married,IT,Analyst,5,"? 11,747.00",16,13,1,3,4,5,1,9,No,3,46,11,4,3,3,13,2,No,20-29,0,Very High,Excellent
54,Female,Divorced,Marketing,Executive,3,"? 8,082.00",35,25,5,1,4,3,3,36,Yes,2,35,8,2,2,1,37,2,Yes,50-59,1,Medium,Excellent
28,Female,Married,Finance,Manager,3,"? 7,010.00",24,19,12,4,4,2,4,22,Yes,1,32,15,4,1,4,42,4,No,20-29,0,Low,Excellent
54,Male,Divorced,HR,Manager,1,"? 18,704.00",72,20,7,1,2,1,4,19,No,6,59,13,2,1,3,36,1,Yes,50-59,1,Very Low,Average
30,Female,Single,Sales,Manager,5,"? 19,843.00",31,15,7,6,4,4,2,33,Yes,4,53,16,1,2,4,44,4,Yes,30-39,1,High,Excellent
31,Male,Married,Sales,Manager,3,"? 6,115.00",90,18,2,3,3,3,4,3,No,6,52,8,3,2,3,49,2,No,30-39,0,Medium,Good
22,Female,Married,Marketing,Assistant,4,"? 8,544.00",21,8,6,4,4,4,1,31,Yes,4,45,5,4,4,2,20,2,No,20-29,0,High,Excellent
58,Male,Single,IT,Executive,4,"? 16,208.00",87,23,1,8,1,2,3,41,Yes,4,43,11,1,2,2,43,2,Yes,50-59,1,Low,Poor
33,Male,Single,Marketing,Analyst,2,"? 17,384.00",60,3,12,1,3,5,3,17,Yes,4,46,7,4,1,2,44,2,No,30-39,0,Very High,Good
47,Female,Married,Marketing,Assistant,3,"? 15,864.00",64,11,12,4,4,1,3,51,No,7,58,1,4,3,4,27,4,No,40-49,0,Very Low,Excellent
30,Female,Divorced,Marketing,Manager,4,"? 14,377.00",24,27,1,3,2,5,4,0,No,8,58,18,2,2,3,48,1,No,30-39,0,Very High,Average
58,Female,Married,Finance,Manager,3,"? 9,541.00",30,5,2,2,3,1,1,86,No,5,39,13,3,3,4,37,2,No,50-59,0,Very Low,Good
44,Female,Divorced,Finance,Manager,2,"? 7,769.00",15,12,5,0,3,5,2,76,No,1,58,4,1,3,1,36,4,No,40-49,0,Very High,Good
40,Female,Single,Marketing,Analyst,1,"? 12,685.00",23,1,10,5,3,3,1,3,Yes,6,39,18,1,3,2,1,3,No,40-49,0,Medium,Good
29,Female,Divorced,IT,Analyst,5,"? 15,963.00",27,28,10,6,2,2,3,72,Yes,1,38,19,3,1,4,10,2,No,20-29,0,Low,Average
34,Female,Married,HR,Assistant,2,"? 7,233.00",75,6,2,0,4,5,3,45,Yes,3,36,9,4,3,2,1,1,No,30-39,0,Very High,Excellent
38,Female,Single,Sales,Executive,2,"? 16,105.00",62,26,14,5,1,2,3,30,No,6,30,10,1,2,1,40,4,No,30-39,0,Low,Poor
41,Male,Single,Finance,Analyst,2,"? 18,266.00",30,6,10,0,1,5,1,65,No,4,37,11,4,1,2,21,4,Yes,40-49,1,Very High,Poor
40,Female,Married,HR,Assistant,5,"? 16,585.00",55,12,14,5,2,4,3,49,Yes,2,39,6,1,2,2,21,3,No,40-49,0,High,Average
51,Female,Married,Finance,Analyst,4,"? 10,280.00",44,21,14,3,1,5,2,79,No,8,42,4,1,2,1,28,3,No,50-59,0,Very High,Poor
42,Male,Single,Finance,Assistant,3,"? 5,456.00",91,25,3,5,3,1,1,20,No,6,39,12,4,3,1,43,1,No,40-49,0,Very Low,Good
32,Male,Divorced,Finance,Manager,1,"? 17,242.00",86,15,9,0,3,4,2,20,Yes,3,53,7,4,4,1,1,3,No,30-39,0,High,Good
24,Male,Divorced,Marketing,Analyst,1,"? 13,959.00",69,4,5,0,1,3,3,65,No,8,57,1,2,4,3,7,2,No,20-29,0,Medium,Poor
23,Male,Divorced,Marketing,Manager,5,"? 5,412.00",25,18,14,2,3,3,1,51,No,2,45,1,4,1,3,45,1,Yes,20-29,1,Medium,Good
47,Female,Married,Finance,Executive,1,"? 14,254.00",66,12,13,5,2,3,3,35,Yes,8,40,5,2,1,2,10,3,Yes,40-49,1,Medium,Average
33,Female,Single,Finance,Manager,5,"? 8,391.00",89,7,3,2,3,2,1,70,No,9,46,17,4,1,1,18,2,No,30-39,0,Low,Good
27,Male,Divorced,Sales,Executive,5,"? 11,023.00",62,5,5,6,2,3,3,14,Yes,6,45,13,2,4,2,13,1,No,20-29,0,Medium,Average
28,Male,Single,HR,Analyst,3,"? 12,995.00",21,23,3,3,4,5,1,72,No,8,53,1,2,3,1,43,4,No,20-29,0,Very High,Excellent
54,Female,Divorced,HR,Executive,3,"? 12,288.00",68,23,11,8,3,4,1,0,Yes,8,30,9,2,1,1,27,1,No,50-59,0,High,Good
56,Female,Single,IT,Manager,5,"? 14,940.00",15,23,14,6,4,1,1,15,Yes,8,55,1,1,1,1,23,4,No,50-59,0,Very Low,Excellent
40,Female,Married,IT,Analyst,3,"? 3,533.00",46,3,5,3,1,3,3,86,Yes,1,46,1,4,4,1,29,1,No,40-49,0,Medium,Poor
37,Female,Married,IT,Assistant,4,"? 12,132.00",76,29,13,8,1,1,3,87,No,2,39,19,1,4,2,14,4,No,30-39,0,Very Low,Poor
52,Male,Married,Marketing,Analyst,2,"? 12,457.00",29,5,10,4,3,2,3,87,No,2,42,14,4,3,4,13,1,No,50-59,0,Low,Good
27,Female,Divorced,Marketing,Assistant,1,"? 19,395.00",96,29,6,3,2,2,1,9,No,8,31,3,1,3,2,22,1,No,20-29,0,Low,Average
36,Male,Married,Sales,Manager,1,"? 3,516.00",75,17,11,1,2,1,3,38,Yes,4,54,7,2,2,1,12,3,Yes,30-39,1,Very Low,Average
50,Male,Married,Marketing,Analyst,1,"? 18,475.00",92,6,12,8,2,5,2,10,No,3,47,13,4,3,3,1,1,No,50-59,0,Very High,Average
53,Male,Married,IT,Assistant,1,"? 13,259.00",91,20,9,9,2,1,1,29,No,9,55,19,4,4,2,23,1,No,50-59,0,Very Low,Average
25,Female,Single,Finance,Manager,4,"? 4,724.00",70,2,2,7,2,4,2,39,No,5,57,7,3,1,4,48,2,Yes,20-29,1,High,Average
41,Male,Single,IT,Executive,4,"? 5,183.00",48,19,14,5,2,3,2,32,Yes,2,58,1,3,4,3,37,1,No,40-49,0,Medium,Average
33,Female,Single,Sales,Assistant,2,"? 17,159.00",34,15,3,0,2,5,4,6,No,2,41,10,1,1,1,32,4,No,30-39,0,Very High,Average
22,Male,Single,Finance,Executive,5,"? 18,929.00",38,3,6,7,1,1,2,5,No,5,32,14,2,1,4,37,2,No,20-29,0,Very Low,Poor
31,Female,Single,Marketing,Analyst,3,"? 18,040.00",42,1,2,3,4,4,4,49,No,1,47,19,4,4,4,19,4,No,30-39,0,High,Excellent
55,Male,Single,Finance,Assistant,2,"? 17,852.00",25,23,8,0,4,1,4,51,Yes,8,51,19,4,2,4,47,2,No,50-59,0,Very Low,Excellent
31,Male,Single,Sales,Manager,1,"? 15,446.00",44,26,10,2,1,3,1,71,No,5,56,4,2,4,1,25,4,No,30-39,0,Medium,Poor
21,Female,Married,Marketing,Manager,3,"? 13,006.00",52,19,14,5,1,2,1,79,No,6,37,12,2,3,4,44,4,No,20-29,0,Low,Poor
21,Female,Married,HR,Executive,2,"? 16,716.00",95,7,7,1,1,1,3,48,No,7,47,15,4,4,1,5,4,Yes,20-29,1,Very Low,Poor
34,Male,Divorced,IT,Manager,1,"? 9,655.00",15,26,14,7,3,4,2,20,No,7,59,5,2,4,3,12,1,No,30-39,0,High,Good
42,Male,Married,IT,Analyst,2,"? 4,675.00",98,10,1,4,2,1,4,67,Yes,7,36,2,2,1,1,45,3,No,40-49,0,Very Low,Average
48,Female,Single,Sales,Analyst,1,"? 5,793.00",83,28,5,4,4,3,1,90,Yes,9,39,0,4,1,1,33,3,No,40-49,0,Medium,Excellent
36,Male,Single,Sales,Executive,1,"? 7,377.00",47,9,5,0,1,4,3,34,Yes,9,32,7,4,2,3,11,2,No,30-39,0,High,Poor
51,Female,Divorced,IT,Assistant,4,"? 13,982.00",79,29,14,8,2,2,4,0,Yes,6,46,14,3,1,4,37,1,No,50-59,0,Low,Average
26,Female,Married,Finance,Manager,1,"? 13,522.00",58,16,1,1,2,3,3,15,No,5,38,5,3,1,4,14,3,Yes,20-29,1,Medium,Average
49,Male,Married,HR,Analyst,2,"? 4,500.00",78,15,6,8,2,1,3,30,Yes,8,43,6,4,2,3,18,3,No,40-49,0,Very Low,Average
47,Female,Divorced,HR,Assistant,3,"? 19,109.00",23,13,2,9,2,5,4,58,No,5,38,18,3,4,3,24,1,No,40-49,0,Very High,Average
33,Male,Single,Sales,Analyst,4,"? 7,330.00",46,22,3,9,3,1,1,17,No,3,39,17,3,2,2,41,2,No,30-39,0,Very Low,Good
49,Female,Single,Sales,Analyst,3,"? 18,537.00",68,8,5,0,4,2,2,36,Yes,4,52,0,1,1,3,24,2,No,40-49,0,Low,Excellent
36,Female,Single,Finance,Assistant,5,"? 18,861.00",40,27,12,9,2,1,1,9,No,9,38,12,1,2,3,5,1,No,30-39,0,Very Low,Average
51,Male,Single,Sales,Assistant,3,"? 3,455.00",76,11,6,7,1,5,1,48,No,3,47,19,4,1,4,36,4,No,50-59,0,Very High,Poor
25,Female,Divorced,HR,Manager,5,"? 19,085.00",56,1,14,2,1,2,4,22,No,5,46,0,4,4,3,24,2,No,20-29,0,Low,Poor
43,Male,Married,IT,Executive,5,"? 15,697.00",62,24,11,2,3,2,3,18,Yes,9,49,7,2,2,4,3,3,No,40-49,0,Low,Good
25,Female,Single,HR,Executive,4,"? 3,557.00",20,8,2,6,3,1,2,41,Yes,4,45,4,3,2,4,3,4,Yes,20-29,1,Very Low,Good
46,Female,Married,Finance,Analyst,3,"? 15,749.00",44,12,4,6,4,3,1,6,Yes,4,46,17,2,2,2,18,2,No,40-49,0,Medium,Excellent
37,Female,Married,IT,Executive,1,"? 15,478.00",37,19,3,6,2,2,2,93,No,1,45,1,1,4,1,18,4,No,30-39,0,Low,Average
43,Female,Single,IT,Analyst,4,"? 6,990.00",39,6,1,6,3,4,1,37,Yes,2,41,1,2,1,3,19,3,No,40-49,0,High,Good
56,Male,Single,HR,Assistant,4,"? 4,367.00",27,16,4,2,3,2,2,40,Yes,1,31,4,4,3,1,2,2,Yes,50-59,1,Low,Good
43,Female,Single,IT,Analyst,1,"? 14,879.00",39,14,6,7,1,4,3,61,No,3,44,17,2,3,2,14,1,No,40-49,0,High,Poor
57,Female,Married,IT,Manager,3,"? 12,791.00",31,22,10,0,3,3,3,42,Yes,2,53,18,1,2,4,30,1,No,50-59,0,Medium,Good
53,Female,Divorced,Sales,Analyst,4,"? 11,348.00",41,7,7,2,1,5,2,81,No,4,36,19,1,4,2,6,2,Yes,50-59,1,Very High,Poor
59,Male,Single,IT,Analyst,5,"? 7,989.00",25,3,6,7,4,4,4,69,Yes,3,58,13,4,2,2,24,2,No,50-59,0,High,Excellent
34,Male,Married,Finance,Manager,1,"? 3,930.00",20,10,12,1,4,4,3,75,Yes,3,31,12,1,3,1,45,2,No,30-39,0,High,Excellent
30,Male,Married,IT,Manager,2,"? 10,342.00",93,1,1,6,1,5,1,10,Yes,8,37,19,1,2,1,25,3,No,30-39,0,Very High,Poor
41,Male,Single,Sales,Executive,4,"? 4,281.00",51,29,5,3,1,2,1,47,Yes,3,50,1,3,1,4,22,4,No,40-49,0,Low,Poor
43,Female,Divorced,Marketing,Assistant,5,"? 12,320.00",89,25,5,5,4,4,2,1,Yes,5,45,7,2,2,3,47,1,No,40-49,0,High,Excellent
20,Female,Single,Marketing,Assistant,3,"? 13,274.00",86,6,6,8,2,4,2,91,No,8,50,19,4,4,1,42,3,No,20-29,0,High,Average
37,Female,Single,Finance,Manager,3,"? 17,763.00",51,5,5,7,1,5,3,81,No,5,49,9,4,4,2,6,3,No,30-39,0,Very High,Poor
31,Male,Divorced,Finance,Assistant,1,"? 19,034.00",88,15,9,3,3,2,2,86,No,7,42,19,2,1,3,31,1,No,30-39,0,Low,Good
47,Male,Single,IT,Analyst,5,"? 7,815.00",73,18,6,6,4,1,4,76,No,5,46,18,2,3,1,20,1,Yes,40-49,1,Very Low,Excellent
59,Female,Single,IT,Assistant,1,"? 19,889.00",24,4,11,2,3,4,3,83,No,8,48,18,4,1,1,18,2,No,50-59,0,High,Good
26,Female,Divorced,Marketing,Manager,4,"? 9,223.00",15,5,9,8,4,3,4,23,No,5,39,18,2,2,4,45,2,Yes,20-29,1,Medium,Excellent
42,Female,Married,Marketing,Assistant,1,"? 18,390.00",66,10,4,1,1,5,4,76,Yes,2,31,2,2,1,4,1,2,No,40-49,0,Very High,Poor
40,Male,Married,HR,Manager,2,"? 11,416.00",32,4,3,5,1,4,1,26,Yes,9,37,0,1,1,3,26,4,No,40-49,0,High,Poor
53,Female,Married,Marketing,Executive,1,"? 6,838.00",19,10,13,4,1,2,1,14,No,6,49,4,2,2,3,39,1,No,50-59,0,Low,Poor
30,Female,Married,Marketing,Manager,1,"? 7,052.00",98,20,6,3,1,3,2,84,No,4,48,6,2,3,1,29,3,No,30-39,0,Medium,Poor
41,Male,Married,Finance,Analyst,4,"? 18,856.00",62,27,1,1,1,1,4,1,No,5,58,4,4,2,3,35,2,No,40-49,0,Very Low,Poor
54,Male,Single,HR,Analyst,5,"? 19,278.00",47,22,10,8,4,3,4,9,No,8,59,12,3,3,3,25,4,No,50-59,0,Medium,Excellent
48,Female,Divorced,HR,Analyst,2,"? 15,943.00",71,4,5,4,3,4,1,81,No,3,54,9,3,4,1,47,4,No,40-49,0,High,Good
47,Male,Married,IT,Manager,1,"? 3,741.00",39,29,2,0,2,3,3,50,No,3,46,15,2,1,3,3,4,No,40-49,0,Medium,Average
37,Female,Divorced,IT,Manager,4,"? 7,409.00",58,12,6,4,4,1,2,72,Yes,7,59,0,4,2,4,23,2,No,30-39,0,Very Low,Excellent
33,Female,Married,HR,Analyst,4,"? 18,423.00",80,9,3,6,1,2,1,75,Yes,1,49,6,3,2,2,19,3,No,30-39,0,Low,Poor
37,Female,Single,HR,Assistant,4,"? 9,183.00",82,28,13,2,1,1,4,60,Yes,9,47,12,3,4,1,14,2,No,30-39,0,Very Low,Poor
47,Female,Married,IT,Manager,5,"? 12,458.00",39,2,14,6,2,1,1,17,No,9,46,3,3,1,2,31,3,No,40-49,0,Very Low,Average
